LON,LAT,resource_type,org_name,address,contact_1,contact_2,phone,email,optional_1
-85.3690888,38.025486,Cooperative Extension Office,Spencer County Cooperative Extension Office,"100 Oak Tree Way, Taylorsville, KY 40071",,3,502-477-2217,502-477-1343,
-85.3529892,37.3269014,Cooperative Extension Office,Taylor County Cooperative Extension Office,"1143 South Columbia Ave., Campbellsville, KY 42718-2456",,5,270-465-4511,270-789-2455,
-87.1534085,36.8077833,Cooperative Extension Office,Todd County Cooperative Extension Office,"202 E Washington St, Elkton, KY 42220",,7,270-265-5659,270-265-3534,
-87.7905218,36.8671385,Cooperative Extension Office,Trigg County Cooperative Extension Office,"2657 Hopkinsville Road, Cadiz, KY 42211-0271",,7,270-522-3269,270-522-9192,
-85.3201326,38.5794366,Cooperative Extension Office,Trimble County Cooperative Extension Office,"43 High Country Rd, Bedford, KY 40006",,3,520-255-7188,502-255-3334,
-83.1308913,38.3117063,Cooperative Extension Office,Union County Cooperative Extension Office,"1938 US Hwy. 60 West, Morganfield, KY 42437-6246",,6,270-389-1400,270-389-2646,
-86.5130141,36.9515914,Cooperative Extension Office,Warren County Cooperative Extension Office,"5162 Russellville Rd., Bowling Green, KY 42101",,6,270-842-1681,270-842-1684,
-85.2227081,37.6835135,Cooperative Extension Office,Washington County Cooperative Extension Office,"211 Progress Avenue, Springfield, KY 40069-1435",,5,859-336-7741,859-336-7445,
-84.8454345,36.8539975,Cooperative Extension Office,Wayne County Cooperative Extension Office,"255 Rolling Hills Blvd., Monticello, KY 42633-9004",,5,606-348-8453,606-348-8460,
-87.7047184,37.5076595,Cooperative Extension Office,Webster County Cooperative Extension Office,"1118 US Highway 41A South, Dixon, KY 42409-9492",,6,270-639-9011,270-639-6592,
-84.1771416,36.7951862,Cooperative Extension Office,Whitley County Cooperative Extension Office,"4275 U.S. 25W N, Williamsburg, KY 40769",,2,606-549-1430,606-549-9029,
-83.5475506,37.7363757,Cooperative Extension Office,Wolfe County Cooperative Extension Office,"20 N Washington St, Campton, KY 41301",,2,606-668-3712,606-668-3732,
-84.758352,38.0468396,Cooperative Extension Office,Woodford County Cooperative Extension Office,"184 Beasley Road, Versailles, KY 40383-9558",,4,859-873-4601,859-873-8936,
-85.3006265,37.1135755,County Conservation District Office,Adair County Conservation District Office,965 Campbellsville Rd Columbia 42728,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Adair County.pdf,7,270-384-6628,855-597-0999,
-86.2092329,36.7430173,County Conservation District Office,Allen County Conservation District Office,77 Woodland Circle Dr. Scottsville 42164,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Allen County.pdf,3,270-237-5363,270-237-9149,
-84.9109145,38.0177544,County Conservation District Office,Anderson County Conservation District Office,1067 Corporate Drive Lawrenceburg 40342,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Anderson County.pdf,6,502-604-6101,none,
-88.8881352,37.082819,County Conservation District Office,Ballard County Conservation District Office,1156 Kentucky Avenue Kevil 42053,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Ballard County.pdf,1,270-462-8561,855-661-8328,
-85.9311333,37.0103709,County Conservation District Office,Barren County Conservation District Office,207 YMCA Way Glasgow 42141,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Barren County.pdf,3,270-629-6811,270-629-6876,http://barrenconservation.wix.com/barrencounty
-83.7581326,38.1310226,County Conservation District Office,Bath County Conservation District Office,"71 Miller Drive, Unit 7 Owingsville 40360",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Bath County.pdf,8,606-674-2121,606-674-3184,
-83.6929978,36.7621028,County Conservation District Office,Bell County Conservation District Office,"Hwy 25E, Log Mountain Road PO Box 822 Pineville 40977",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Bell County.pdf,7,606-337-6320,606-337-6271,
-84.7010576,39.0197746,County Conservation District Office,Boone County Conservation District Office,6028 Camp Ernst Road Burlington 41005,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Boone County.pdf,5,859-586-7903,,http://www.bccdky.org/
-84.2344296,38.2225557,County Conservation District Office,Bourbon County Conservation District Office,605 Millersburg Road Paris 40361,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Bourbon County.pdf,6,859-987-2311,859-987-0773,
-82.7018544,38.3806281,County Conservation District Office,Boyd County Conservation District Office,12250 Midland Trail Ashland 41102,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Boyd County.pdf,8,606-928-8027,606-928-1705,
-84.8003952,37.6544574,County Conservation District Office,Boyle County Conservation District Office,448 North Danville Bypass Danville 40422,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Boyle County.pdf,6,859-238-7461,none,http://www.boylesoil.org/
-84.0682546,38.6815963,County Conservation District Office,Bracken County Conservation District Office,218 Frankfort Street PO Box 35 Brooksville 41004,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Bracken County.pdf,5,606-735-3256,none,https://www.facebook.com/Bracken-County-Conservation-District-685942791768663/?ref=br_rs
-83.3778985,37.5576757,County Conservation District Office,Breathitt County Conservation District Office,"100 Ky Hwy 15 South, Suite 127 Jackson 41339",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Breathitt County.pdf,9,606-666-8085,606-666-8087,
-86.460415,37.7631095,County Conservation District Office,Breckinridge County Conservation District Office,"1101 S Highway 261, Suite 102 Hardinsburg 40143",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Breckinridge County.pdf,3,270-756-2776,none,
-85.5501423,38.0593303,County Conservation District Office,Bullitt County Conservation District Office,1048 N. Bardstown Road Mt. Washington 40047,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Bullitt County.pdf,4,502-538-0628,none,
-86.6847144,37.2276316,County Conservation District Office,Butler County Conservation District Office,"216 W. Ohio Street, Suite C PO Box 70 Morgantown 42261",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Butler County.pdf,2,270-526-3784,270-526-2171,http://butlercountyconservationdistrict.weebly.com/
-87.8998918,37.112155,County Conservation District Office,Caldwell County Conservation District Office,503 Parkway Drive Princeton 42445,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Caldwell County.pdf,1,270-365-5533,855-638-6106,
-88.3517367,36.6039745,County Conservation District Office,Calloway County Conservation District Office,88 Robertson Road South Murray 42071,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Calloway County.pdf,1,270-767-0491,none,
-84.3866051,38.9597111,County Conservation District Office,Campbell County Conservation District Office,8350 E. Main Street Alexandria 41001,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Campbell County.pdf,5,859-635-9587,859-635-0496,http://www.campbellkyconservation.org/
-89.0099608,36.870754,County Conservation District Office,Carlisle County Conservation District Office,"PO Box 502 140 SR 123, Suite C Bardwell 42023",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Carlisle County.pdf,1,270-628-3709,none,
-85.157209,38.6852317,County Conservation District Office,Carroll County Conservation District Office,1802 Highland Avenue Carrollton 41008,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Carroll County.pdf,5,502-732-6098,502-732-6108,
-82.9365849,38.3306122,County Conservation District Office,Carter County Conservation District Office,526 E. Main Street Grayson 41143,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Carter County.pdf,8,606-474-5184,855-770-5252,
-84.9255754,37.3243459,County Conservation District Office,Casey County Conservation District Office,"46 Farmers Deposit Drive, Suite 200 Liberty 42539",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Casey County.pdf,7,606-787-2017,855-784-0876,
-87.5485736,36.8706562,County Conservation District Office,Christian County Conservation District Office,3237 Eagle Way By-Pass Hopkinsville 42240,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Christian County.pdf,1,270-885-8688,none,
-84.1834213,38.013475,County Conservation District Office,Clark County Conservation District Office,667 Tech Drive Winchester 40391,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Clark County.pdf,6,859-744-2322,855-614-9985,
-83.7627749,37.1544316,County Conservation District Office,Clay County Conservation District Office,"102 Richmond Road, Suite 204 Manchester 40962",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Clay County.pdf,9,606-598-5132,606-598-0068,
-85.1299267,36.6825268,County Conservation District Office,Clinton County Conservation District Office,801 C. Tennessee Road Albany 42602,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Clinton County.pdf,7,606-387-5196,none,
-88.0801604,37.3326682,County Conservation District Office,Crittenden County Conservation District Office,118 E. Bellville Street Marion 42064,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Crittenden County.pdf,1,270-969-3069,none,
-85.3686741,36.7850455,County Conservation District Office,Cumberland County Conservation District Office,329 Keen Street PO Box 228 Burkesville 42717,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Cumberland County.pdf,7,270-864-2606,none,http://www.cumberlandcokysoil.com/
-87.066568,37.753636,County Conservation District Office,Daviess County Conservation District Office,3100 Alvey Park Drive West Owensboro 42303,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Daviess County.pdf,2,270-685-1707,855-635-4608,http://www.daviesscountyconservation.com/
-86.2624019,37.191338,County Conservation District Office,Edmonson County Conservation District Office,100 Washington Street PO Box 248 Brownsville 42210,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Edmonson County.pdf,3,270-597-2761,270-597-2886,
-83.2001822,37.9004509,County Conservation District Office,Elliott County Conservation District Office,HC81 Hwy. 7 South PO Box 557 Sandy Hook 41171,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Elliott County.pdf,8,606-738-6222,606-738-9855,
-83.9955872,37.6996412,County Conservation District Office,Estill County Conservation District Office,1505 Richmond Road Irvine 40336,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Estill County.pdf,6,606-723-5104,none,http://www.facebook.com/ECCDKY
-84.5331542,38.0699976,County Conservation District Office,Fayette County Conservation District Office,"141 Leestown Center, Suite 210 Lexington 40511",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Fayette County.pdf,6,859-254-5806,,http://www.kyfccd.com/
-83.7422839,38.4130194,County Conservation District Office,Fleming County Conservation District Office,"74 Byron Way, Suite B Flemingsburg 41041",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Fleming County.pdf,8,606-845-6291,855-614-9985,
-82.7447577,37.6703661,County Conservation District Office,Floyd County Conservation District Office,18 Mayo Br. Brandykeg PO Box 29 Prestonburg 41653,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Floyd County.pdf,8,606-889-9800,606-889-9801,https://www.facebook.com/pages/Floyd-County-Conservation-District/403555304407?ref=hl
-84.8201719,38.2161027,County Conservation District Office,Franklin County Conservation District Office,103 Lakeview Court Frankfort 40601,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Franklin County.pdf,6,502-352-2701,502-699-2161,http://franklincountyconservationdistrict.com/
-84.9176897,38.7757753,County Conservation District Office,Gallatin County Conservation District Office,395 US 42 West PO Box 124 Warsaw 41095,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Gallatin County.pdf,5,859-567-4441,859-567-2194,
-84.5944409,37.623188,County Conservation District Office,Garrard County Conservation District Office,166 Precision Court Lancaster 40444,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Garrard County.pdf,6,859-792-2620,none,
-84.5714731,38.6506783,County Conservation District Office,Grant County Conservation District Office,486 Helton Street Williamstown 41097,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Grant County.pdf,5,859-823-2291,859-824-3172,http://www.grantcounty.ky.gov/conservation
-88.621661,36.7252333,County Conservation District Office,Graves County Conservation District Office,1000 Commonwealth Drive Mayfield 42066,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Graves County.pdf,1,270-247-9529,855-770-3761,
-86.28988,37.4650569,County Conservation District Office,Grayson County Conservation District Office,115 Commerce Drive Leitchfield 42754,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Grayson County.pdf,3,270-259-3738,270-259-9729,
-85.4923489,37.2681158,County Conservation District Office,Green County Conservation District Office,"103 Industrial Park Road, Suite 1 Greensburg 42743",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Green County.pdf,3,270-932-4961,270-932-4961,
-82.862225,38.608221,County Conservation District Office,Greenup County Conservation District Office,287 Teague Dr. Greenup 41144,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Greenup County.pdf,8,606-473-3228,none,
-86.7797944,37.9108522,County Conservation District Office,Hancock County Conservation District Office,1605 US Highway 60 West Hawesville 42348,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Hancock County.pdf,2,270-927-9616,270-927-9617,
-85.8398655,37.6643716,County Conservation District Office,Hardin County Conservation District Office,250 Sportsmans Lake Road Elizabethtown 42701,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Hardin County.pdf,3,270-765-2273,270-737-0978,
-83.3237452,36.8467612,County Conservation District Office,Harlan County Conservation District Office,106 South Cumberland Avenue Harlan 40831,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Harlan County.pdf,9,606-573-2838,606-573-7677,
-84.2840158,38.3936437,County Conservation District Office,Harrison County Conservation District Office,103 Rodgers Park Drive Cynthiana 41031,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Harrison County.pdf,5,859-234-5876,855-770-5252,http://www.harrisoncountyconservationdistrict.com/
-85.8977533,37.2778062,County Conservation District Office,Hart County Conservation District Office,805 Main Street PO Box 186 Munfordville 42765,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Hart County.pdf,3,270-524-5631,270-524-9198,
-87.5566973,37.8259438,County Conservation District Office,Henderson County Conservation District Office,"2606 Zion Road, Space A/B Henderson 42420",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Henderson County.pdf,2,270-827-5157,none,
-85.1686432,38.4461918,County Conservation District Office,Henry County Conservation District Office,1125 Campbellsburg Road New Castle 40050,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Henry County.pdf,5,502-845-2890,502-845-0435,
-89.0044067,36.6649916,County Conservation District Office,Hickman County Conservation District Office,205 State Route 123 West Clinton 42031,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Hickman County.pdf,1,270-653-6457,none,
-87.4890643,37.3553825,County Conservation District Office,Hopkins County Conservation District Office,1095 National Mine Drive Madisonville 42431,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Hopkins County.pdf,2,270-821-4430,270-825-1818,
-83.9979834,37.430364,County Conservation District Office,Jackson County Conservation District Office,3258 Highway 421S PO Box 172 McKee 40447,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Jackson County.pdf,7,606-287-4284,606-287-1580,
-85.637727,38.1880129,County Conservation District Office,Jefferson County Conservation District Office,"4233 Bardstown Road, Suite 100A Louisville 40218",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Jefferson County.pdf,4,502-499-1900,502-499-1748,http://www.jeffcd.org/
-84.5756348,37.879696,County Conservation District Office,Jessamine County Conservation District Office,308 West Chestnut Street (physical) PO Box 512 (mailing) Nicholasville 40340-0512,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Jessamine County.pdf,6,859-885-4673,859-887-5517,
-82.8167778,37.8314074,County Conservation District Office,Johnson County Conservation District Office,100 Scott Perry Drive Paintsville 41240,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Johnson County.pdf,8,606-789-5263,855-799-7674,
-84.5436438,38.9431039,County Conservation District Office,Kenton County Conservation District Office,5272 Madison Pike PO Box 647,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Kenton County.pdf,5,859-356-1019,,http://www.kentoncounty.org/conservation_district/index.html
-82.98294,37.3359429,County Conservation District Office,Knott County Conservation District Office,63 Dukes Branch PO Box 296 Hindman 41822,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Knott County.pdf,9,606-785-0113,606-785-3400,
-83.8800199,36.8707016,County Conservation District Office,Knox County Conservation District Office,34 Spring Avenue Barbourville 40906,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Knox County.pdf,7,606-546-3393,none,
-85.7383414,37.5807951,County Conservation District Office,LaRue County Conservation District Office,606-A North Lincoln Boulevard Hodgenville 42748,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/LaRue County.pdf,3,270-358-3132,none,
-84.0450244,37.1206772,County Conservation District Office,Laurel County Conservation District Office,100 Fortress Properties Street London 40744,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Laurel County.pdf,7,606-864-2180,855-890-8167,
-82.674328,38.0725885,County Conservation District Office,Lawrence County Conservation District Office,87 Deer Lick Branch Road Louisa 42130,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Lawrence County.pdf,8,606-673-3800,606-673-3802,
-83.7009406,37.5818123,County Conservation District Office,Lee County Conservation District Office,32 Big Hill Drive PO Box 248 Beattyville 41311,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Lee County.pdf,9,606-464-8480,606-464-3729,
-83.4386529,37.1716446,County Conservation District Office,Leslie County Conservation District Office,20 Davidson Fork Road PO Box 932 Hyden 41749,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Leslie County.pdf,9,606-672-2357,606-672-8086,
-82.8405492,37.1283364,County Conservation District Office,Letcher County Conservation District Office,125 Industrial Park Road Whitesburg 41858,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Letcher County.pdf,9,606-633-4448,606-633-5455,
-83.3198331,38.5994326,County Conservation District Office,Lewis County Conservation District Office,"38 W Kentucky 8, Suite D Vanceburg 41179",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Lewis County.pdf,8,606-796-3831,855-770-5252,
-84.6556161,37.5432465,County Conservation District Office,Lincoln County Conservation District Office,"102 Metker Tr., Suite 2 Stanford 40484",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Lincoln County.pdf,6,606-365-2214,855-784-0876,
-88.2522763,37.2629349,County Conservation District Office,Livingston County Conservation District Office,"2027 US Hwy 60 E, Suite A Salem 42078",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Livingston County.pdf,1,270-988-2231,none,
-86.8991433,36.8443041,County Conservation District Office,"Logan County, North and South Conservation District Office",253 C. Hopkinsville Road Russellville 42276,"https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Logan County, North and South.pdf",2,270-726-1371,855-774-8957,
-88.0869797,37.0886342,County Conservation District Office,Lyon County Conservation District Office,650 Trade Avenue Eddyville 42038,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Lyon County.pdf,1,270-388-7653,270-388-5337,
-84.2700485,37.7596179,County Conservation District Office,Madison County Conservation District Office,"1024 Ival James Blvd., Suite A-1 Richmond 40475",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Madison County.pdf,6,859-624-1981,859-624-1828,
-83.0413259,37.7382696,County Conservation District Office,Magoffin County Conservation District Office,465 E. Mountain Parkway PO Box 965 Salyersville 41468,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Magoffin County.pdf,8,606-349-1919,606-349-1917,
-85.2676234,37.5538388,County Conservation District Office,Marion County Conservation District Office,682 Metts Drive Lebanon 40033,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Marion County.pdf,4,270-692-3341,855-661-8330,
-88.3537955,36.8644171,County Conservation District Office,Marshall County Conservation District Office,"107 West 5th Street, Suite B Benton 42025",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Marshall County.pdf,1,270-527-2602,none,
-82.5387633,37.8664833,County Conservation District Office,Martin County Conservation District Office,PO Box 392 Inez 41224,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Martin County.pdf,8,606-298-3595,606-534-7923,
-83.808723,38.6196049,County Conservation District Office,Mason County Conservation District Office,"1925 Old Main Street, Suite 2 Maysville 41056",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Mason County.pdf,5,606-759-5570,606-759-9145,
-88.7067907,37.0708455,County Conservation District Office,McCracken County Conservation District Office,5470 Highway 60 Paducah 42001,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/McCracken County.pdf,1,270-408-1244,270-408-1245,
-84.4699546,36.7380422,County Conservation District Office,McCreary County Conservation District Office,Highway 92 PO Box 293 Whitley City 42653,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/McCreary County.pdf,7,606-376-5017,606-376-5553,
-87.2578684,37.5384672,County Conservation District Office,McLean County Conservation District Office,300 State Route 81 North PO Box 289 Calhoun 42327,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/McLean County.pdf,2,270-273-3655,none,
-86.166608,37.9830496,County Conservation District Office,Meade County Conservation District Office,1194 B Old Ekron Road Brandenburg 40108,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Meade County.pdf,3,270-422-3183,855-612-9682,
-83.6257452,37.950916,County Conservation District Office,Menifee County Conservation District Office,PO Box 86 Frenchburg 40322,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Menifee County.pdf,8,606-768-2541,606-768-2555,
-84.8502879,37.7759757,County Conservation District Office,Mercer County Conservation District Office,227 Morris Drive Harrodsburg 40330,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Mercer County.pdf,6,859-734-6889,859-734-5336,http://www.mercercd.org/
-85.606808,36.9752609,County Conservation District Office,Metcalfe County Conservation District Office,PO Box 970 100 Scott Drive Edmonton 42129,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Metcalfe County.pdf,3,270-432-3191,270-432-7328,
-85.6889424,36.7100353,County Conservation District Office,Monroe County Conservation District Office,201 W. Paige Street PO Box 700 Tompkinsville 42167,https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Monroe County.pdf,3,270-487-6589,270-487-6171,
-83.9380625,38.0405796,County Conservation District Office,Montgomery County Conservation District Office,"509 Willin Way, Suite 2 Mt. Sterling 40353",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Montgomery County.pdf,8,859-498-5654,none,
-83.2446204,37.9199017,County Conservation District Office,Morgan County Conservation District Office,"955 Prestonsburg Street, Suite 2 West Liberty 41472",https://eec.ky.gov/Natural-Resources/Conservation/Conservation Districts/Morgan County.pdf,8,606-743-3194,855-799-7674,
